Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
211	17250092	, 2 - oder melsamig , in der Mitte wie	durchschnitten	aufspringend . Kapsel 2 — tsamig . /V . /	,_$, 2_CARD -_$( oder_KON melsamig_ADJD ,_$, in_APPR der_ART Mitte_NN wie_KOKOM	durchschnitten_VVPP	aufspringend_ADJD ._$. Kapsel_NN 2_CARD —_NN tsamig_ADJD ._$. /V_NE ._$. /_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=210	52235895	52235895
212	17250092	48 zeigt ein Zweigstück mit Früchten . Unten eine Frucht	durchschnitten	nebst dem Samenmantel . Häufig in Hecken . Mai ,	48_CARD zeigt_VVFIN ein_ART Zweigstück_NN mit_APPR Früchten_NN ._$. Unten_ADV eine_ART Frucht_NN	durchschnitten_VVPP	nebst_APPR dem_ART Samenmantel_NN ._$. Häufig_ADJD in_APPR Hecken_NN ._$. Mai_NN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=211	52260825	52260825
213	8623829	waldige Berg auf , der , I ^ mehrern Hütchen	durchschnitten	- > » 7 öiMcken Kette das sattln- Zu )e	waldige_ADJA Berg_NN auf_PTKVZ ,_$, der_PRELS ,_$, I_FM ^_XY mehrern_ADJA Hütchen_NN	durchschnitten_VVPP	-_$( >_XY »_$( 7_CARD öiMcken_ADJA Kette_NN das_ART sattln-_TRUNC Zu_APPR )e_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=212	52617790	52617790
214	8623829	wie die vorigen Ke ^ von vielen Schluchten und Thälern	durchschnitten	, in denen die a " nungen in großer Mannigfaltigkeit	wie_KOKOM die_ART vorigen_ADJA Ke_NE ^_XY von_APPR vielen_PIAT Schluchten_NN und_KON Thälern_NN	durchschnitten_VVPP	,_$, in_APPR denen_PRELS die_ART a_FM "_$( nungen_ADV in_APPR großer_ADJA Mannigfaltigkeit_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=213	52647364	52647364
215	8623829	dieß der Feuchtigkeit des Dorfes das , überall von Wassergräben	durchschnitten	, ganz zur Wäffcrwiese ^ " achr wird . Der	dieß_ADJD der_ART Feuchtigkeit_NN des_ART Dorfes_NN das_PDS ,_$, überall_ADV von_APPR Wassergräben_NN	durchschnitten_VVPP	,_$, ganz_ADV zur_APPRART Wäffcrwiese_NN ^_XY "_$( achr_ADJD wird_VAFIN ._$. Der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=214	52653253	52653253
216	8623829	sich manche holz- " che Forste , von angenehmen Thälchen	durchschnitten	, bis Hunzischwyl Schafsishcim hin , denen auch der Lenzhard	sich_PRF manche_PIAT holz-_TRUNC "_$( che_ADJA Forste_NN ,_$, von_APPR angenehmen_ADJA Thälchen_NN	durchschnitten_VVPP	,_$, bis_APPR Hunzischwyl_ADJA Schafsishcim_NN hin_PTKVZ ,_$, denen_PRELS auch_ADV der_ART Lenzhard_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=215	52656387	52656387
217	8623829	schönen Ebene , von Bächen znr Wässer " , ^	durchschnitten	, in einem liebten Wäldchen von Fruchtbänmcn , ES 4	schönen_ADJA Ebene_NN ,_$, von_APPR Bächen_NN znr_NE Wässer_NN "_$( ,_$, ^_XY	durchschnitten_VVFIN	,_$, in_APPR einem_ART liebten_VVFIN Wäldchen_NN von_APPR Fruchtbänmcn_NE ,_$, ES_NN 4_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=216	52943752	52943752
218	8623829	Nr- ' w zum Vorscheine ; der Rhein hat es	durchschnitten	. »eh ^afcnbnrg , Stadt und Bczirkshanptort , hat eine	Nr-_TRUNC '_$( w_VVFIN zum_APPRART Vorscheine_NN ;_$. der_ART Rhein_NE hat_VAFIN es_PPER	durchschnitten_VVPP	._$. »eh_NE ^afcnbnrg_NN ,_$, Stadt_NN und_KON Bczirkshanptort_NN ,_$, hat_VAFIN eine_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=217	52969039	52969039
219	8623829	einen niedern Ast . gründ , der durch viele Gräben	durchschnitten	und trocken gelegt " st nur wenn die Wyne austritt	einen_ART niedern_NN Ast_NN ._$. gründ_NE ,_$, der_PRELS durch_APPR viele_PIAT Gräben_NN	durchschnitten_VVPP	und_KON trocken_ADJD gelegt_VVPP "_$( st_VVFIN nur_ADV wenn_KOUS die_ART Wyne_NE austritt_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=218	52969826	52969826
220	8674122	von ansserrhcdischem Gebiete umgeben und oon denen Territorium sogar vielfältig	durchschnitten	. Die Kirche „ Maria Sehne « ' ' steht	von_APPR ansserrhcdischem_ADJA Gebiete_NN umgeben_VVPP und_KON oon_VVFIN denen_PDS Territorium_NN sogar_ADV vielfältig_ADJD	durchschnitten_VVPP	._$. Die_ART Kirche_NN „_$( Maria_NE Sehne_NN «_$( '_$( '_$( steht_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=219	54084741	54084741
221	18292580	ausgedehnte Matte und Weide , die von 2 Str .	durchschnitten	werden , deren eine nach dem Etzel , die andere	ausgedehnte_ADJA Matte_NN und_KON Weide_NN ,_$, die_PRELS von_APPR 2_CARD Str_NE ._$.	durchschnitten_VVPP	werden_VAINF ,_$, deren_PRELAT eine_ART nach_APPR dem_ART Etzel_NE ,_$, die_PRELS andere_PIS	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=220	54207207	54207207
222	18292580	Moudon und Dverdon , wird von vielen Hohlwegen und Waldungen	durchschnitten	, hat einen gebirgigen Boden und 2388 Ew . in	Moudon_NE und_KON Dverdon_NE ,_$, wird_VAFIN von_APPR vielen_PIAT Hohlwegen_NN und_KON Waldungen_NN	durchschnitten_VVPP	,_$, hat_VAFIN einen_ART gebirgigen_ADJA Boden_NN und_KON 2388_CARD Ew_VVFIN ._$. in_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=221	54238351	54238351
223	18292580	der Schnee , welcher stellenweise noch auf gehäuft liegt ,	durchschnitten	und von der Straße geschafft . Der St . Gotthard	der_ART Schnee_NN ,_$, welcher_PRELS stellenweise_ADJD noch_ADV auf_APPR gehäuft_ADJD liegt_VVFIN ,_$,	durchschnitten_VVPP	und_KON von_APPR der_ART Straße_NN geschafft_VVPP ._$. Der_ART St_NE ._$. Gotthard_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=222	54355540	54355540
224	18292580	ei nen niedern Rietgrund ' , der durch viele Gräben	durchschnitten	und trocken gelegt ist ; nur wenn die Wyne austritt	ei_ADJA nen_ADJA niedern_NN Rietgrund_NN '_$( ,_$, der_PRELS durch_APPR viele_PIAT Gräben_NN	durchschnitten_VVPP	und_KON trocken_ADJD gelegt_VVPP ist_VAFIN ;_$. nur_ADV wenn_KOUS die_ART Wyne_NE austritt_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=223	54445536	54445536
225	18292580	kleinen Sennhütten , unter dem Grimselhospiz , von der Aare	durchschnitten	die sich darin mit dem aus dem Bächli - Gletscher	kleinen_ADJA Sennhütten_NN ,_$, unter_APPR dem_ART Grimselhospiz_NN ,_$, von_APPR der_ART Aare_NN	durchschnitten_VVFIN	die_ART sich_PRF darin_PAV mit_APPR dem_ART aus_APPR dem_ART Bächli_NN -_$( Gletscher_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=224	54560180	54560180
226	18292580	Tobet - , Dorf - und dem U - tcnbAz	durchschnitten	, theils « mflossen , m » Sehr reines und	Tobet_NN -_$( ,_$, Dorf_NN -_$( und_KON dem_ART U_NN -_$( tcnbAz_NE	durchschnitten_VVFIN	,_$, theils_NN «_$( mflossen_VVFIN ,_$, m_NN »_$( Sehr_ADV reines_ADJA und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=225	54649025	54649025
227	18292580	Hü- N ü , , , ^ für das Kanderbett	durchschnitten	wer- Mt - K ? ' l St . von	Hü-_TRUNC N_NN ü_VVFIN ,_$, ,_$, ,_$, ^_XY für_APPR das_ART Kanderbett_NN	durchschnitten_VVFIN	wer-_TRUNC Mt_NN -_$( K_NN ?_$. '_$( l_NN St_NE ._$. von_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=226	54689566	54689566
228	18292580	die von Wassc- ^kivos , " ' " " !	durchschnitten	sind , umgeben . Die bdew r / dem Feldbau	die_PRELS von_APPR Wassc-_TRUNC ^kivos_NN ,_$, "_$( '_$( "_$( "_$( !_$.	durchschnitten_VVPP	sind_VAFIN ,_$, umgeben_VVPP ._$. Die_ART bdew_NN r_VVFIN /_$( dem_ART Feldbau_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=227	54780705	54780705
229	18292580	dem Davos . Bei Vazerol wird diese Straße von derjenigen	durchschnitten	, die von Chur durch das Churwaldenthal und das Oberhalbstein	dem_ART Davos_NE ._$. Bei_APPR Vazerol_NN wird_VAFIN diese_PDAT Straße_NN von_APPR derjenigen_PDS	durchschnitten_VVPP	,_$, die_PRELS von_APPR Chur_NE durch_APPR das_ART Churwaldenthal_NE und_KON das_ART Oberhalbstein_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=228	54865010	54865010
230	8613464	und weinreichen Berg- abhange am Unterste , von der Landstraße	durchschnitten	, und Mit den Schlössern Arenaberg , EugenSberg , Salenstein	und_KON weinreichen_ADJA Berg-_TRUNC abhange_VVFIN am_APPRART Unterste_NN ,_$, von_APPR der_ART Landstraße_NN	durchschnitten_VVPP	,_$, und_KON Mit_APPR den_ART Schlössern_NN Arenaberg_NN ,_$, EugenSberg_NE ,_$, Salenstein_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=229	55065465	55065465
231	9348564	Ein paar Stücke dürsten auch zweckmäßig nach ebenen und krummen	Durchschnitten	zerlegbar sein . Die nothwendigen Modelle dieser Art wären etwa	Ein_ART paar_PIAT Stücke_NN dürsten_VVFIN auch_ADV zweckmäßig_ADJD nach_APPR ebenen_ADJA und_KON krummen_ADJA	Durchschnitten_NN	zerlegbar_ADJD sein_VAINF ._$. Die_ART nothwendigen_ADJA Modelle_NN dieser_PDAT Art_NN wären_VAFIN etwa_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=230	55388895	55388895
232	9348564	benutzt werden können ) . Der erste Körper ist eben	durchschnitten	. Wenn man das obere Stück abhebt , so zeigt	benutzt_VVPP werden_VAINF können_VMFIN )_$( ._$. Der_ART erste_ADJA Körper_NN ist_VAFIN eben_ADV	durchschnitten_VVPP	._$. Wenn_KOUS man_PIS das_ART obere_ADJA Stück_NN abhebt_VVFIN ,_$, so_ADV zeigt_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=231	55405831	55405831
233	9348564	da eine ebene Gränzfläche . Der zweite Körper ist krumm	durchschnitten	. Wird das obere Stück hier weggenommen , so sieht	da_ADV eine_ART ebene_ADJA Gränzfläche_NN ._$. Der_ART zweite_ADJA Körper_NN ist_VAFIN krumm_ADJD	durchschnitten_VVPP	._$. Wird_VAFIN das_ART obere_ADJA Stück_NN hier_ADV weggenommen_VVPP ,_$, so_ADV sieht_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=232	55405853	55405853
234	9348564	Schnittstückc einer Fläche thun , die gerad - oder krummlinig	durchschnitten	wurde und deren Schnittstücke sich in der Schnittlinie allenthalben unmittelbar	Schnittstückc_NE einer_ART Fläche_NN thun_NE ,_$, die_ART gerad_NN -_$( oder_KON krummlinig_ADJD	durchschnitten_VVPP	wurde_VAFIN und_KON deren_PDAT Schnittstücke_NN sich_PRF in_APPR der_ART Schnittlinie_NN allenthalben_ADV unmittelbar_ADJD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=233	55406843	55406843
235	9348564	, weil eine Ebene durch eine zweite nach beliebiger Richtung	durchschnitten	werden kann . Deßwegen kann man auch eine ebene Fläche	,_$, weil_KOUS eine_ART Ebene_NN durch_APPR eine_ART zweite_ADJA nach_APPR beliebiger_ADJA Richtung_NN	durchschnitten_VVPP	werden_VAINF kann_VMFIN ._$. Deßwegen_NN kann_VMFIN man_PIS auch_ADV eine_ART ebene_ADJA Fläche_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=234	55407958	55407958
236	4414410	Asien verbindet ! Ein ägyptischer König hatte einst diese Landenge	durchschnitten	und nun konnte man aus dem mittelländischen Meere in das	Asien_NE verbindet_VVFIN !_$. Ein_ART ägyptischer_ADJA König_NN hatte_VAFIN einst_ADV diese_PDAT Landenge_NN	durchschnitten_VVPP	und_KON nun_ADV konnte_VMFIN man_PIS aus_APPR dem_ART mittelländischen_ADJA Meere_NN in_APPR das_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=235	55465750	55465750
237	24755318	links herum , Die Stelle , wo wir die Linie	durchschnitten	haben , merken wir uns durch einen Punkt . >2	links_ADV herum_PTKVZ ,_$, Die_ART Stelle_NN ,_$, wo_PWAV wir_PPER die_ART Linie_NN	durchschnitten_VVPP	haben_VAFIN ,_$, merken_VVFIN wir_PPER uns_PRF durch_APPR einen_ART Punkt_NN ._$. >2_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=236	55498216	55498216
238	16642365	/ ^ alte Juckarte mißt , von einer neuen Straßenanlage	durchschnitten	. Ihre Länge beträgt 238 > /z neue Schw .	/_$( ^_XY alte_ADJA Juckarte_NN mißt_VVFIN ,_$, von_APPR einer_ART neuen_ADJA Straßenanlage_NN	durchschnitten_VVPP	._$. Ihre_PPOSAT Länge_NN beträgt_VVFIN 238_CARD >_$( /z_NN neue_ADJA Schw_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=237	55733533	55733533
239	5065172	der Schweiz . Vl . 22 338 nach allen Richtungen	durchschnitten	ist . Das ideale Thal müßte von einem Bcrgstrom durchströmt	der_ART Schweiz_NE ._$. Vl_NN ._$. 22_CARD 338_CARD nach_APPR allen_PIAT Richtungen_NN	durchschnitten_VVPP	ist_VAFIN ._$. Das_ART ideale_ADJA Thal_NE müßte_VMFIN von_APPR einem_ART Bcrgstrom_NN durchströmt_VVPP	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=238	56352380	56352380
240	5034978	Ivrystall Ooinbinationsffächen auf , 13 so erkennt man in ihren	Durchschnitten	mit den Axenebcncu , welche Flächen und in welchen Linien	Ivrystall_NN Ooinbinationsffächen_NN auf_PTKVZ ,_$, 13_CARD so_ADV erkennt_VVFIN man_PIS in_APPR ihren_PPOSAT	Durchschnitten_NN	mit_APPR den_ART Axenebcncu_NE ,_$, welche_PRELS Flächen_NN und_KON in_APPR welchen_PIAT Linien_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=239	56788491	56788491
241	19719815	hängende Gaumensegel . 9 . Die Zunge in der Mittellinie	durchschnitten	. 10 . Die Kehldeckel hinter der Zungenwurzel , von	hängende_ADJA Gaumensegel_NN ._$. 9_CARD ._$. Die_ART Zunge_NN in_APPR der_ART Mittellinie_NN	durchschnitten_VVPP	._$. 10_CARD ._$. Die_ART Kehldeckel_NN hinter_APPR der_ART Zungenwurzel_NN ,_$, von_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=240	57180153	57180153
242	19719815	verschlossen ist : in Fig . I ist die Schnecke	durchschnitten	, ll ) Die drei Bogengänge , die mit der	verschlossen_VVPP ist_VAFIN :_$. in_APPR Fig_NE ._$. I_FM ist_VAFIN die_ART Schnecke_NN	durchschnitten_VVPP	,_$, ll_NN )_$( Die_ART drei_CARD Bogengänge_NN ,_$, die_PRELS mit_APPR der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=241	57195888	57195888
243	8452102	und Sem- pach . Bei Oberkirch hat ihn die Sur	durchschnitten	. Der See ist daher ein altes Gletscherbett und verdankt	und_KON Sem-_TRUNC pach_VVFIN ._$. Bei_APPR Oberkirch_NE hat_VAFIN ihn_PPER die_ART Sur_NN	durchschnitten_VVPP	._$. Der_ART See_NN ist_VAFIN daher_PAV ein_ART altes_ADJA Gletscherbett_NN und_KON verdankt_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=242	57344023	57344023
244	8452102	zieht sich nach MooSleeran und wird ebenfalls von der Sur	durchschnitten	. Die Sage , es sei hier ein See gewesen	zieht_VVFIN sich_PRF nach_APPR MooSleeran_NE und_KON wird_VAFIN ebenfalls_ADV von_APPR der_ART Sur_NN	durchschnitten_VVPP	._$. Die_ART Sage_NN ,_$, es_PPER sei_VAFIN hier_ADV ein_ART See_NN gewesen_VAPP	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=243	57344072	57344072
245	8452102	der Boden selbst öfters und fast gewöhnlich beetweise mit Gräben	durchschnitten	. Er trug in fünf bis sechs Jahren : 1	der_ART Boden_NN selbst_ADV öfters_ADV und_KON fast_ADV gewöhnlich_ADJD beetweise_VVFIN mit_APPR Gräben_NN	durchschnitten_VVPP	._$. Er_PPER trug_VVFIN in_APPR fünf_CARD bis_KON sechs_CARD Jahren_NN :_$. 1_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=244	57382966	57382966
246	8452102	von kleinen Alpbächen und zum Theil wilden Klüften und Schlündcu	durchschnitten	. Größere Flächen giebt es im Entlebnch keine , da	von_APPR kleinen_ADJA Alpbächen_NN und_KON zum_APPRART Theil_NN wilden_ADJA Klüften_NN und_KON Schlündcu_NN	durchschnitten_VVPP	._$. Größere_ADJA Flächen_NN giebt_VVFIN es_PPER im_APPRART Entlebnch_NN keine_PIAT ,_$, da_KOUS	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=245	57644834	57644834
247	5709444	baren Thäte , dessen Breite fast mitten von der Birs	durchschnitten	wird . Bis zur Revolution hatten die Chorherren der alten	baren_ADJA Thäte_NN ,_$, dessen_PRELAT Breite_NN fast_ADV mitten_ADV von_APPR der_ART Birs_NN	durchschnitten_VVPP	wird_VAFIN ._$. Bis_KON zur_APPRART Revolution_NN hatten_VAFIN die_ART Chorherren_NN der_ART alten_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=246	57752334	57752334
248	8530328	maltschimmernden weißen und darauf folgenden dunkeln Kugel in zwey Hälften	durchschnitten	, die , am östlichen Ende ankommend , verschwanden ,	maltschimmernden_ADJA weißen_ADJA und_KON darauf_PAV folgenden_ADJA dunkeln_VVFIN Kugel_NN in_APPR zwey_NE Hälften_NN	durchschnitten_VVPP	,_$, die_PRELS ,_$, am_APPRART östlichen_ADJA Ende_NN ankommend_ADJD ,_$, verschwanden_VVFIN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=247	58058121	58058121
249	9326900	querlaufende Ringe abgetheilt , welche wiederum durch vertiefte Längs- linien	durchschnitten	werden , so daß lauter kleine schildähnliche Quadrate auf der	querlaufende_ADJA Ringe_NN abgetheilt_VVPP ,_$, welche_PRELS wiederum_ADV durch_APPR vertiefte_ADJA Längs-_TRUNC linien_NN	durchschnitten_VVPP	werden_VAINF ,_$, so_ADV daß_KOUS lauter_ADJD kleine_ADJA schildähnliche_ADJA Quadrate_NN auf_APPR der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=248	58459766	58459766
250	9326900	Ringen gezeichnet , welche unten von einer LLngs- linie kreuzförmig	durchschnitten	werden . In Ostindien . II . latioautlu « ,	Ringen_NN gezeichnet_VVPP ,_$, welche_PRELS unten_ADV von_APPR einer_ART LLngs-_TRUNC linie_NN kreuzförmig_ADJD	durchschnitten_VVPP	werden_VAINF ._$. In_APPR Ostindien_NE ._$. II_CARD ._$. latioautlu_NE «_$( ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=249	58466875	58466875
251	7396271	Nach dem der Rhein die gewerbsame und reiche Stadt Basel	durchschnitten	hat , strömt er nordwärts , und nach langem Laufe	Nach_APPR dem_ART der_ART Rhein_NE die_ART gewerbsame_ADJA und_KON reiche_ADJA Stadt_NN Basel_NE	durchschnitten_VVPP	hat_VAFIN ,_$, strömt_VVFIN er_PPER nordwärts_ADV ,_$, und_KON nach_APPR langem_ADJA Laufe_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=250	58807280	58807280
252	24744194	kommen , „ wo das Land von schönen künstlichen Wegen	durchschnitten	sein „ wird ; aber diese Wege werden von Ort	kommen_VVINF ,_$, „_$( wo_PWAV das_ART Land_NN von_APPR schönen_ADJA künstlichen_ADJA Wegen_NN	durchschnitten_VVPP	sein_VAINF „_$( wird_VAFIN ;_$. aber_ADV diese_PDAT Wege_NN werden_VAFIN von_APPR Ort_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=251	59648283	59648283
253	5710598	wollte , dann wurden von Einem unter ihnen die Glockenseile	durchschnitten	. Hierauf wurde in der Kirche von Meh reren auf	wollte_VMFIN ,_$, dann_ADV wurden_VAFIN von_APPR Einem_PIS unter_APPR ihnen_PPER die_ART Glockenseile_NN	durchschnitten_VVPP	._$. Hierauf_PAV wurde_VAFIN in_APPR der_ART Kirche_NN von_APPR Meh_NE reren_ADJA auf_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=252	59796829	59796829
254	25605166	sind von geraden , sich in rechten Winkeln kreuzenden Straßen	durchschnitten	; die Straßen der östlichen ( älteren ) Vorstädte aber	sind_VAFIN von_APPR geraden_ADJA ,_$, sich_PRF in_APPR rechten_ADJA Winkeln_NN kreuzenden_ADJA Straßen_NN	durchschnitten_VVPP	;_$. die_ART Straßen_NN der_ART östlichen_ADJA (_$( älteren_ADJA )_$( Vorstädte_NN aber_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=253	59944025	59944025
255	25605166	, laufen pa rallel , und werden von 8 Querstraßen	durchschnitten	. Die Anzahl der Häuser beträgt 422 und die der	,_$, laufen_VVFIN pa_NE rallel_VVFIN ,_$, und_KON werden_VAFIN von_APPR 8_CARD Querstraßen_NN	durchschnitten_VVPP	._$. Die_ART Anzahl_NN der_ART Häuser_NN beträgt_VVFIN 422_CARD und_KON die_ART der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=254	59989536	59989536
256	25605166	Länge durchziehen und von 10 anderen gleichlaufenden in rechten Winkeln	durchschnitten	werden . Die Stadt , früher Hauptstadt der Kurpfalz ,	Länge_NN durchziehen_VVINF und_KON von_APPR 10_CARD anderen_PIAT gleichlaufenden_ADJA in_APPR rechten_ADJA Winkeln_NN	durchschnitten_VVPP	werden_VAINF ._$. Die_ART Stadt_NN ,_$, früher_ADV Hauptstadt_NN der_ART Kurpfalz_NE ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=255	60055931	60055931
257	25605166	, sehr angenehm in einem weiten Thäte von mehren Hauptstraßen	durchschnitten	. Der Ort zählt 1 . 150 Häuser , von	,_$, sehr_ADV angenehm_ADJD in_APPR einem_ART weiten_ADJA Thäte_NN von_NE mehren_VVFIN Hauptstraßen_NN	durchschnitten_VVPP	._$. Der_ART Ort_NN zählt_VVFIN 1_CARD ._$. 150_CARD Häuser_NN ,_$, von_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=256	60089961	60089961
258	25605166	stark bewaldet , vvn sehr freundlichen , lieblichen es Thälern	durchschnitten	und hat mehre der schönsten Parthien des ganzen Gebirges .	stark_ADJD bewaldet_VVPP ,_$, vvn_NN sehr_ADV freundlichen_ADJA ,_$, lieblichen_ADJA es_PPER Thälern_NN	durchschnitten_VVPP	und_KON hat_VAFIN mehre_VVFIN der_ART schönsten_ADJA Parthien_NN des_ART ganzen_ADJA Gebirges_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=257	60113086	60113086
259	25605166	von Mecklenburg ist weit mehr wellenförmig , vvn kleinen Niederungen	durchschnitten	, vvn ebenso geringen Hügelketten übersäet . Hier ist eine	von_APPR Mecklenburg_NE ist_VAFIN weit_ADJD mehr_ADV wellenförmig_ADJD ,_$, vvn_NN kleinen_ADJA Niederungen_NN	durchschnitten_VVPP	,_$, vvn_NN ebenso_ADV geringen_ADJA Hügelketten_NN übersäet_NE ._$. Hier_ADV ist_VAFIN eine_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=258	60237741	60237741
260	25605166	Die Stadt ist , gleich Venedig , von unzähligen Kanälen	durchschnitten	, welche den Flächcnraum öon mehr als einer halben Mil	Die_ART Stadt_NN ist_VAFIN ,_$, gleich_APPR Venedig_NE ,_$, von_APPR unzähligen_ADJA Kanälen_NN	durchschnitten_VVPP	,_$, welche_PRELS den_ART Flächcnraum_NN öon_NE mehr_ADV als_KOKOM einer_ART halben_ADJA Mil_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=259	60278791	60278791
